order_id,account_id,merchant_id,amount,promo_code_used,refund_requested,order_time
ord_8372f95c63,acct_ff716cc338,0e3c2cb1-1114-415c-a680-1204829213a3,5556.11,,False,2026-09-09T10:59:55.221875
ord_ab29a1f206,acct_4bc1af4b20,0e3c2cb1-1114-415c-a680-1204829213a3,3568.51,,False,2026-09-15T15:37:39.221875
ord_6610a3edf4,acct_4bc1af4b20,0e3c2cb1-1114-415c-a680-1204829213a3,3487.96,,False,2026-09-09T00:12:39.221875
ord_851dbd548e,acct_4bc1af4b20,0e3c2cb1-1114-415c-a680-1204829213a3,4499.39,FLASH50,True,2026-09-08T03:49:39.221875
ord_f7ffc5ea61,acct_473cb0dd29,0e3c2cb1-1114-415c-a680-1204829213a3,1541.25,,False,2026-09-10T04:35:13.221875
ord_9bff44abae,acct_473cb0dd29,0e3c2cb1-1114-415c-a680-1204829213a3,7093.88,,False,2026-09-28T01:53:13.221875
ord_0dccda7409,acct_473cb0dd29,0e3c2cb1-1114-415c-a680-1204829213a3,3401.87,,False,2026-09-25T14:34:13.221875
ord_a0d170bccf,acct_026c312f83,0e3c2cb1-1114-415c-a680-1204829213a3,2557.41,,False,2026-09-23T07:14:45.221875
ord_0b38daec65,acct_026c312f83,0e3c2cb1-1114-415c-a680-1204829213a3,5249.89,,False,2026-08-25T10:13:45.221875
ord_b8eb3b97ef,acct_5a234e946b,0e3c2cb1-1114-415c-a680-1204829213a3,1739.31,,False,2026-08-24T13:57:05.221875
ord_78db02a200,acct_5a234e946b,0e3c2cb1-1114-415c-a680-1204829213a3,3727.65,,False,2026-09-05T14:39:05.221875
ord_a13050e1a1,acct_5a234e946b,0e3c2cb1-1114-415c-a680-1204829213a3,4971.94,,False,2026-08-31T12:51:05.221875
ord_c04bec93dc,acct_5de19be1f2,0e3c2cb1-1114-415c-a680-1204829213a3,860.32,,False,2026-08-23T00:51:17.221875
ord_223aeeb604,acct_fb65e6a5ad,0e3c2cb1-1114-415c-a680-1204829213a3,5111.24,FLAT100,False,2026-09-10T09:45:02.221875
ord_e867229305,acct_fb65e6a5ad,0e3c2cb1-1114-415c-a680-1204829213a3,5624.23,,False,2026-09-15T14:58:02.221875
ord_f48a2e4ddb,acct_a41f487f9c,0e3c2cb1-1114-415c-a680-1204829213a3,7113.65,,False,2026-09-05T01:15:52.221875
ord_a40df4dd0d,acct_a41f487f9c,0e3c2cb1-1114-415c-a680-1204829213a3,7655.95,,False,2026-08-16T01:12:52.221875
ord_5405a2089d,acct_a41f487f9c,0e3c2cb1-1114-415c-a680-1204829213a3,4708.82,FIRST15,False,2026-08-20T21:14:52.221875
ord_b7c5126432,acct_646126c904,0e3c2cb1-1114-415c-a680-1204829213a3,3448.5,,False,2026-09-13T02:58:40.221875
ord_9449130eb8,acct_646126c904,0e3c2cb1-1114-415c-a680-1204829213a3,7592.77,,True,2026-09-07T23:48:40.221875
ord_acee15efc7,acct_5dc1f97760,0e3c2cb1-1114-415c-a680-1204829213a3,2218.63,,True,2026-09-05T08:11:31.221875
ord_752f236101,acct_5dc1f97760,0e3c2cb1-1114-415c-a680-1204829213a3,5272.31,,False,2026-09-03T23:22:31.221875
pay_TTuS0ohbWE52I9,acct_rzp_ce80fa5f,1ed1d417-6ce7-4b1d-ba96-1a08097b591a,200.0,,False,2026-08-25T12:19:35
pay_TTuPZ749LhjozI,acct_rzp_ce80fa5f,1ed1d417-6ce7-4b1d-ba96-1a08097b591a,200.0,,False,2026-08-25T12:17:15
